llava BLEURT max,llava BLEURT diff,llava BLEURT acc,acc,CE Loss,KL wrt Orig
-0.8148134383549795,-0.4227211084924167,0.3670886075949367,0.4050632911392405,2.4603515625,0.00011730577774205956
